11,22,1659,22,1659,101,11,101
19,96,1661,96,1661,180,19,180
15,172,1661,172,1661,258,15,258
14,243,1660,243,1660,324,14,324
13,322,1535,322,1535,406,13,406
1551,327,1659,327,1659,387,1551,387
14,399,1378,399,1378,478,14,478
1387,403,1660,403,1660,468,1387,468
18,477,309,477,309,543,18,543
429,466,1661,466,1661,552,429,552
15,550,1660,550,1660,624,15,624
17,621,1660,621,1660,701,17,701
17,705,1137,705,1137,765,17,765
1161,703,1661,703,1661,765,1161,765
17,778,345,778,345,837,17,837
323,479,425,493,416,544,314,530
