24,26,54,26,54,50,24,50
112,23,354,23,354,55,112,55
24,86,122,86,122,110,24,110
128,82,952,82,952,115,128,115
24,114,336,114,336,142,24,142
349,117,385,117,385,131,349,131
386,114,954,114,954,144,386,144
24,141,954,141,954,172,24,172
24,172,362,172,362,203,24,203
285,241,345,241,345,259,285,259
413,243,465,243,465,259,413,259
503,241,553,241,553,259,503,259
583,239,647,239,647,259,583,259
665,241,743,241,743,259,665,259
753,239,831,239,831,259,753,259
283,275,341,275,341,295,283,295
415,275,461,275,461,295,415,295
509,275,545,275,545,295,509,295
599,277,631,277,631,295,599,295
687,279,723,279,723,295,687,295
775,279,809,279,809,295,775,295
277,295,347,295,347,315,277,315
409,297,469,297,469,315,409,315
509,297,545,297,545,315,509,315
597,297,633,297,633,315,597,315
685,297,721,297,721,315,685,315
773,297,809,297,809,315,773,315
271,317,355,317,355,337,271,337
407,317,469,317,469,337,407,337
509,319,543,319,543,337,509,337
597,317,633,317,633,337,597,337
685,317,721,317,721,337,685,337
773,317,809,317,809,337,773,337
271,339,355,339,355,359,271,359
417,341,461,341,461,359,417,359
507,339,545,339,545,359,507,359
597,339,631,339,631,359,597,359
685,339,721,339,721,359,685,359
773,339,809,339,809,359,773,359
248,361,377,361,377,381,248,381
409,361,469,361,469,379,409,379
507,363,547,363,547,379,507,379
595,361,635,361,635,379,595,379
683,361,723,361,723,379,683,379
773,363,811,363,811,379,773,379
165,375,217,375,217,391,165,391
237,386,386,386,386,412,237,412
409,391,469,391,469,409,409,409
509,391,545,391,545,409,509,409
597,391,633,391,633,409,597,409
687,393,721,393,721,409,687,409
775,393,809,393,809,409,775,409
239,411,385,411,385,431,239,431
409,413,469,413,469,431,409,431
509,411,543,411,543,431,509,431
597,411,633,411,633,431,597,431
685,411,721,411,721,431,685,431
773,411,809,411,809,431,773,431
265,433,361,433,361,453,265,453
415,433,461,433,461,453,415,453
509,433,545,433,545,453,509,453
595,433,635,433,635,453,595,453
685,433,723,433,723,453,685,453
773,433,809,433,809,453,773,453
233,453,387,453,387,473,233,473
409,455,469,455,469,473,409,473
505,455,547,455,547,473,505,473
597,455,633,455,633,473,597,473
683,453,723,453,723,473,683,473
771,455,811,455,811,473,771,473
283,485,341,485,341,505,283,505
423,487,457,487,457,505,423,505
505,487,549,487,549,505,505,505
597,485,631,485,631,505,597,505
685,485,721,485,721,505,685,505
775,485,809,485,809,505,775,505
277,505,347,505,347,525,277,525
421,509,457,509,457,525,421,525
497,507,557,507,557,525,497,525
597,507,633,507,633,525,597,525
685,507,721,507,721,525,685,525
773,507,809,507,809,525,773,525
271,525,355,525,355,545,271,545
419,527,459,527,459,545,419,545
497,527,557,527,557,545,497,545
595,527,635,527,635,545,595,545
683,527,723,527,723,545,683,545
773,525,809,525,809,545,773,545
271,547,353,547,353,567,271,567
421,549,457,549,457,567,421,567
495,547,557,547,557,567,495,567
597,547,633,547,633,567,597,567
685,547,721,547,721,567,685,567
773,547,809,547,809,567,773,567
249,571,377,571,377,589,249,589
421,569,457,569,457,589,421,589
497,569,557,569,557,589,497,589
597,569,633,569,633,589,597,589
685,569,721,569,721,589,685,589
771,569,813,569,813,589,771,589
165,583,217,583,217,599,165,599
239,599,385,599,385,619,239,619
421,599,457,599,457,619,421,619
497,599,557,599,557,619,497,619
597,599,633,599,633,619,597,619
687,603,709,603,709,619,687,619
775,603,809,603,809,619,775,619
238,618,384,618,384,642,238,642
419,621,457,621,457,641,419,641
494,618,558,618,558,642,494,642
597,621,633,621,633,641,597,641
684,618,724,618,724,642,684,642
773,621,811,621,811,641,773,641
265,641,361,641,361,661,265,661
421,645,457,645,457,661,421,661
497,643,557,643,557,661,497,661
595,641,635,641,635,661,595,661
685,643,721,643,721,661,685,661
773,643,809,643,809,661,773,661
233,663,391,663,391,683,233,683
419,667,459,667,459,683,419,683
497,663,557,663,557,683,497,683
597,663,633,663,633,683,597,683
683,663,723,663,723,683,683,683
771,663,813,663,813,683,771,683
283,693,341,693,341,713,283,713
421,695,457,695,457,713,421,713
511,697,545,697,545,713,511,713
593,693,637,693,637,713,593,713
685,695,721,695,721,713,685,713
775,695,807,695,807,713,775,713
277,715,347,715,347,735,277,735
421,717,455,717,455,735,421,735
508,716,545,716,545,735,508,735
593,715,637,715,637,735,593,735
687,717,723,717,723,735,687,735
773,715,809,715,809,735,773,735
269,732,356,732,356,758,269,758
421,739,443,739,443,755,421,755
507,737,545,737,545,755,507,755
595,737,637,737,637,755,595,755
685,737,721,737,721,755,685,755
773,737,809,737,809,755,773,755
271,757,353,757,353,777,271,777
421,761,457,761,457,777,421,777
507,759,547,759,547,777,507,777
593,759,637,759,637,777,593,777
685,759,721,759,721,777,685,777
773,759,809,759,809,777,773,777
249,781,377,781,377,799,249,799
419,781,459,781,459,799,419,799
509,781,545,781,545,799,509,799
591,781,641,781,641,799,591,799
683,779,725,779,725,799,683,799
771,779,811,779,811,799,771,799
159,789,223,789,223,809,159,809
