18,0,744,0,744,28,18,28
14,35,740,35,740,84,14,84
13,84,407,84,407,134,13,134
136,161,435,161,435,192,136,192
488,162,844,162,844,192,488,192
136,191,844,191,844,224,136,224
48,200,96,200,96,252,48,252
191,221,805,221,805,257,191,257
137,256,796,256,796,286,137,286
136,288,362,288,362,312,136,312
402,288,840,288,840,316,402,316
14,316,756,316,756,348,14,348
14,349,113,349,113,373,14,373
15,397,807,397,807,433,15,433
14,430,816,430,816,463,14,463
14,463,806,463,806,493,14,493
14,496,782,496,782,522,14,522
13,526,384,526,384,554,13,554
435,159,489,167,485,193,431,185
137,221,197,229,193,255,133,247
360,285,403,290,400,314,357,310
